SalePrice,Id,Overall Qual,Mas Vnr Area,Exter Qual,Bsmt Qual,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,Heating QC,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Finish,Garage Area,MS SubClass_30,MS SubClass_60,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_StoneBr,House Style_2Story,Foundation_CBlock,Foundation_PConc,Garage Type_Attchd,Garage Type_BuiltIn,Garage Type_Detchd,Garage Type_None,Total Lot,Total SF,Total Bath,Porch,House Age,Remod Age,Garage Age
109900,2077,4,0.0,0,0.0,0,0.0,0.0,2,2.0,4,0,1,336.0,0,0,0,0,0,0,0,1,0,1,0,0,0,17892.0,2968.0,1.0,0,76,72,76.0
188000,2930,7,94.0,0,2.0,2,0.5,758.0,4,2.0,9,1,3,650.0,0,1,0,0,0,0,1,0,1,1,0,0,0,9701.0,4996.0,3.0,238,29,28,29.0
132500,737,6,0.0,0,0.0,0,0.0,0.0,4,2.0,6,1,1,280.0,0,0,0,0,0,0,0,1,0,0,0,1,0,6050.0,3604.0,1.0,45,83,72,83.0
143000,837,5,0.0,0,0.0,0,2.0,755.0,4,2.0,5,0,2,440.0,0,0,0,0,0,0,0,0,1,1,0,0,0,9822.0,2970.0,2.0,66,28,28,27.0
125000,2086,5,0.0,0,-0.25,0,2.0,557.0,4,2.0,7,0,1,256.0,0,0,0,0,0,0,0,1,0,0,0,1,0,9338.0,4026.0,2.0,0,71,71,71.0
415000,2385,9,568.0,2,4.0,3,3.0,1505.0,4,4.5,7,1,3,1085.0,0,0,0,1,0,0,0,0,1,1,0,0,0,14900.0,5604.0,3.0,410,17,17,17.0
125500,189,4,0.0,0,-0.25,0,0.0,0.0,3,2.0,6,0,1,528.0,0,0,0,0,1,0,1,1,0,0,0,1,0,7800.0,3348.0,1.0,0,112,72,56.0
139000,635,6,183.0,0,0.0,0,1.0,620.0,3,2.0,6,1,2,338.0,0,0,0,0,0,0,0,1,0,1,0,0,0,9680.0,4504.0,3.0,289,64,34,64.0
451950,432,10,420.0,2,4.0,3,3.0,1338.0,4,4.5,10,1,2,842.0,0,1,0,1,0,0,1,0,1,0,1,0,0,13575.0,6314.0,4.0,656,14,14,14.0
119900,900,5,74.0,0,0.0,0,0.0,0.0,2,2.0,10,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,10991.0,5034.0,2.0,0,63,63,0.0
220000,966,8,136.0,1,4.0,0,3.0,1005.0,4,3.0,6,0,3,471.0,0,0,0,0,0,0,0,0,1,1,0,0,0,6931.594594594595,3859.0,3.0,217,21,20,21.0
167300,1612,6,302.0,0,0.0,0,1.0,838.0,2,2.0,7,1,1,525.0,0,0,0,0,0,0,0,1,0,1,0,0,0,10752.0,4761.0,2.0,44,51,51,51.0
122000,904,5,0.0,0,0.0,0,1.0,626.0,4,2.0,6,2,1,256.0,0,0,0,0,0,0,0,1,0,0,0,1,0,8257.0,3316.0,1.0,84,81,72,82.0
125000,2487,5,336.0,0,0.0,0,1.0,1332.0,2,2.0,10,0,1,504.0,0,0,0,0,0,0,0,1,0,0,0,1,0,9170.0,5184.0,3.0,0,59,59,59.0
112500,1304,5,0.0,0,0.0,0,1.0,308.0,3,2.0,5,0,3,288.0,0,0,0,0,1,0,0,1,0,1,0,0,0,6050.0,2784.0,1.0,0,65,65,65.0
191000,2112,7,0.0,1,2.0,3,0.0,0.0,4,3.0,7,0,2,578.0,0,1,0,0,0,0,1,0,1,1,0,0,0,9394.0,4469.0,3.0,275,17,16,17.0
136000,1244,6,135.0,0,0.0,0,1.0,570.0,3,2.0,5,0,1,288.0,0,0,0,0,0,0,0,1,0,1,0,0,0,9539.0,3240.0,1.0,0,64,64,64.0
197900,843,7,0.0,0,2.0,2,0.0,0.0,4,3.0,6,0,2,546.0,0,1,0,0,0,0,1,0,1,1,0,0,0,10480.0,4424.0,3.0,234,24,24,24.0
117000,2689,6,0.0,0,0.0,0,0.0,0.0,3,3.0,5,0,1,255.0,0,0,0,0,1,0,0,1,0,1,0,0,0,5369.0,3755.0,1.0,394,112,19,72.0
194000,2753,7,84.0,1,2.0,2,3.0,684.0,4,3.0,6,0,2,632.0,0,0,0,0,0,0,0,0,1,1,0,0,0,7470.0,3639.0,3.0,159,16,16,16.0
285000,1169,9,179.0,1,4.0,2,3.0,1004.0,4,3.0,5,1,2,545.0,0,0,0,0,0,0,0,0,1,1,0,0,0,4601.982905982906,3930.0,3.0,322,21,21,21.0
127500,1376,5,0.0,0,0.0,0,2.0,351.0,3,2.0,6,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,10168.0,3354.0,3.0,140,82,23,0.0
268000,2503,7,0.0,1,2.0,0,3.0,728.0,4,3.0,9,1,2,590.0,0,1,1,0,0,0,1,0,1,1,0,0,0,13434.305555555555,5685.0,4.0,40,30,22,30.0
137000,1987,4,0.0,0,0.0,0,0.0,0.0,4,2.0,7,0,1,342.0,0,0,0,0,1,0,1,0,1,0,0,1,0,9696.0,4671.0,3.0,0,122,72,87.0
215000,1190,7,0.0,0,0.0,0,2.0,603.0,4,3.0,8,1,1,578.0,0,0,0,0,0,0,0,1,0,1,0,0,0,15467.965517241379,4860.0,2.0,62,55,55,55.0
129500,1930,5,0.0,0,0.0,0,1.0,288.0,2,2.0,5,0,2,336.0,0,0,0,0,0,0,0,1,0,1,0,0,0,10125.0,3648.0,2.0,0,67,67,67.0
115000,2677,5,0.0,0,2.0,0,0.0,0.0,3,2.0,7,0,1,240.0,0,0,0,0,0,0,0,0,0,0,0,1,0,6296.357142857143,3584.0,1.0,314,86,72,86.0
114000,1256,5,0.0,0,0.0,0,0.0,0.0,2,2.0,5,0,1,288.0,0,0,0,0,1,0,0,0,1,0,0,1,0,7551.0,3065.0,1.0,84,97,72,90.0
107000,2484,4,0.0,0,0.0,0,1.0,1056.0,2,2.0,5,0,1,384.0,0,0,0,0,0,0,0,1,0,0,0,1,0,8970.493333333334,3168.0,2.0,42,56,56,56.0
118500,1253,5,0.0,0,0.0,0,1.0,442.0,2,2.0,6,0,1,336.0,0,0,0,0,0,0,0,1,0,0,0,1,0,8560.0,3264.0,1.0,158,75,72,75.0
120000,1337,6,0.0,0,0.0,0,0.0,0.0,2,2.0,5,1,2,208.0,0,0,0,0,0,0,0,0,0,0,1,0,0,6050.0,3178.0,1.0,0,93,72,93.0
260000,1788,8,148.0,1,2.0,2,3.0,769.0,4,3.0,7,0,2,484.0,0,0,0,0,0,0,0,0,1,1,0,0,0,8921.0,4614.0,3.0,186,17,17,17.0
136000,141,5,150.0,0,0.0,0,1.0,856.0,2,2.0,6,0,2,308.0,0,0,0,0,0,0,0,1,0,1,0,0,0,8125.192452830189,3429.0,2.0,0,63,63,63.0
123000,1669,4,0.0,0,0.0,0,0.0,0.0,2,2.0,5,0,1,480.0,0,0,0,0,0,0,0,1,0,0,0,1,0,8364.0,2602.0,1.0,0,51,51,48.0
89500,1366,6,0.0,0,0.0,0,0.0,0.0,2,1.0,6,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,7981.890625,3131.0,1.0,144,102,72,0.0
199500,52,6,0.0,1,2.0,0,0.0,0.0,4,3.0,6,0,3,430.0,0,0,0,0,0,0,0,0,1,1,0,0,0,18594.0,3972.0,2.0,59,17,17,17.0
109900,1380,5,41.0,0,0.0,0,0.0,0.0,2,2.0,6,0,1,408.0,0,0,0,0,0,0,0,0,1,1,0,0,0,7234.774647887324,2684.0,1.0,0,56,56,56.0
234000,919,7,0.0,1,2.0,0,0.0,0.0,4,3.0,9,2,1,282.0,0,0,0,0,0,0,1,0,0,0,0,1,0,10971.0,5436.0,2.0,0,96,18,96.0
155900,2804,6,169.0,1,2.0,1,3.0,662.0,4,3.0,3,1,2,420.0,0,0,0,0,0,0,0,0,1,1,0,0,0,4472.0,2544.0,2.0,140,18,18,18.0
161500,782,4,0.0,0,0.0,2,0.0,0.0,4,2.0,8,2,1,304.0,0,0,0,0,0,0,0,1,0,1,0,0,0,11342.5,4680.0,2.0,120,65,33,65.0
137500,956,6,541.0,0,0.0,0,3.0,111.0,3,3.0,7,1,2,525.0,0,0,0,0,0,0,0,1,0,0,0,0,0,14453.594594594595,3507.0,1.0,118,64,64,64.0
76500,187,5,0.0,0,0.0,1,0.0,0.0,1,1.0,12,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,1,9145.0,5352.0,2.0,18,112,72,0.0
211000,2074,6,268.0,1,2.0,0,3.0,831.0,2,2.0,8,1,1,521.0,0,1,0,0,0,0,1,0,1,1,0,0,0,10126.0,5271.0,3.0,228,34,33,34.0
181000,1039,6,0.0,1,2.0,0,3.0,266.0,4,3.0,5,0,3,511.0,0,0,0,0,0,0,0,0,1,1,0,0,0,4094.0,4079.0,3.0,212,24,23,24.0
174900,1210,6,183.0,0,0.0,3,1.0,312.0,2,2.0,6,0,2,490.0,0,0,0,0,0,0,0,1,0,1,0,0,0,9102.0,3457.0,3.0,129,56,56,56.0
164500,2710,5,97.0,0,0.0,2,0.5,328.0,4,2.0,6,2,2,564.0,0,0,0,0,0,0,0,1,0,1,0,0,0,11873.0,3804.0,2.0,228,56,56,56.0
214000,44,7,168.0,1,2.0,0,3.0,2.0,4,3.0,7,0,2,532.0,0,0,0,1,0,0,0,0,1,1,0,0,0,10241.0,4587.0,2.0,0,18,18,18.0
185000,1026,7,280.0,0,2.0,1,0.0,0.0,2,2.0,7,1,1,489.0,0,1,0,0,0,0,1,1,0,1,0,0,0,10480.0,4826.0,3.0,101,42,34,42.0
123000,1343,4,0.0,0,0.0,0,1.0,80.0,4,2.0,6,0,1,336.0,0,0,0,0,0,0,0,0,1,0,0,1,0,6292.0,2976.0,1.0,365,93,72,32.0
183500,2248,6,0.0,0,2.0,2,3.0,1001.0,2,3.0,5,1,2,486.0,0,0,0,0,0,0,0,1,0,0,1,0,0,12225.476923076923,3599.0,3.0,84,43,43,43.0
174000,1849,8,456.0,1,2.0,0,0.0,0.0,4,3.0,5,0,1,492.0,0,0,0,0,0,0,1,0,1,0,0,1,0,2669.0,3658.0,3.0,206,23,22,23.0
130000,2076,5,0.0,0,0.0,0,1.0,587.0,2,2.0,6,1,1,649.0,0,0,0,0,0,0,0,1,0,0,0,1,0,22756.04761904762,4333.0,2.0,64,69,69,69.0
178000,2641,7,0.0,0,0.0,0,0.5,16.0,4,4.5,6,1,1,546.0,0,0,0,0,1,0,1,0,0,0,0,1,0,9660.0,4010.0,2.0,0,97,32,97.0
189900,5,5,0.0,0,2.0,0,3.0,791.0,3,2.0,6,1,3,482.0,0,1,0,0,0,0,1,0,1,1,0,0,0,13904.0,4186.0,3.0,246,25,24,25.0
144000,878,6,170.0,1,2.0,2,3.0,685.0,4,3.0,4,0,3,420.0,0,0,0,0,0,0,0,0,1,1,0,0,0,4505.7532467532465,2544.0,2.0,140,19,18,19.0
120500,1548,6,0.0,1,0.0,2,2.0,538.0,4,2.0,5,0,1,432.0,1,0,0,0,0,0,0,0,0,0,0,1,0,5951.890625,2448.0,1.0,0,92,15,20.0
145000,841,5,0.0,0,2.0,0,0.0,0.0,4,2.0,6,0,1,672.0,0,0,0,0,0,0,0,0,1,1,0,0,0,10971.0,3291.0,2.0,456,28,27,27.0
251000,1621,8,0.0,1,2.0,2,3.0,1196.0,4,4.5,6,0,2,499.0,0,0,0,0,0,1,0,0,1,1,0,0,0,5371.0,4798.0,3.0,144,22,22,22.0
136500,218,4,0.0,0,0.0,0,0.0,0.0,2,2.0,8,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,10850.0,5304.0,2.0,0,54,54,0.0
82500,1504,4,58.0,0,-0.5,0,-0.5,0.0,2,2.0,6,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,6919.0,2304.0,2.0,0,67,67,0.0
57625,946,2,0.0,-1,-0.5,0,-0.5,0.0,2,2.0,4,0,1,280.0,1,0,0,0,0,0,0,1,0,0,0,1,0,21889.0,1620.0,1.0,143,112,72,47.0
212500,455,7,176.0,1,2.0,0,3.0,876.0,4,3.0,6,1,2,484.0,0,0,0,1,0,0,0,0,1,1,0,0,0,10387.0,4066.0,3.0,218,15,14,14.0
164000,2906,6,116.0,0,4.0,0,3.0,897.0,4,2.0,5,0,1,402.0,0,0,0,0,0,0,0,0,1,1,0,0,0,4532.0,3648.0,3.0,125,24,24,24.0
139000,2878,6,327.0,0,0.0,0,0.0,0.0,3,3.0,6,0,1,384.0,0,0,0,0,0,0,0,1,0,0,0,1,0,9135.0,4243.0,2.0,21,65,65,65.0
160000,1173,7,212.0,1,2.0,0,1.0,510.0,4,3.0,4,0,1,462.0,0,0,0,0,0,0,1,0,1,0,0,1,0,2184.0,3104.0,4.0,48,23,22,23.0
149000,985,5,0.0,0,2.0,2,3.0,718.0,2,2.0,5,1,1,698.0,0,0,0,0,0,0,0,0,1,0,0,1,0,7739.0,2594.0,2.0,132,30,29,24.0
130000,975,5,0.0,0,0.0,0,1.0,510.0,2,2.0,5,0,2,288.0,0,0,0,0,0,0,0,1,0,1,0,0,0,9920.0,2612.0,2.0,33,54,54,54.0
140000,202,7,0.0,0,0.0,0,0.0,0.0,3,2.0,9,0,1,480.0,0,0,0,0,1,0,1,0,0,0,0,1,0,10350.0,3996.0,2.0,23,101,72,32.0
264500,528,8,288.0,1,2.0,0,0.0,0.0,4,3.0,8,1,3,517.0,0,0,0,0,0,0,0,0,1,1,0,0,0,8190.0,5508.0,2.0,175,14,13,13.0
141000,2579,5,0.0,0,0.0,0,1.0,895.0,2,2.0,6,1,3,299.0,0,0,0,0,0,0,0,1,0,1,0,0,0,14919.0,3276.0,2.0,268,65,65,65.0
199900,1841,7,0.0,1,2.0,0,3.0,1106.0,4,3.0,4,0,3,569.0,0,0,0,0,0,0,0,0,1,1,0,0,0,4309.0,3723.0,3.0,116,16,15,15.0
167900,591,6,360.0,0,2.0,0,2.0,686.0,2,2.0,6,1,2,630.0,0,0,0,0,0,0,0,1,0,1,0,0,0,9730.0,4018.0,2.0,16,45,45,45.0
181900,1897,6,85.0,0,0.0,0,1.0,594.0,4,3.0,7,2,1,572.0,0,0,0,0,0,0,0,1,0,1,0,0,0,14660.192452830188,4002.0,1.0,326,62,35,62.0
262500,70,8,36.0,1,2.0,2,3.0,1078.0,4,3.0,7,0,2,750.0,0,0,0,0,0,0,0,0,1,1,0,0,0,9075.0,4698.0,3.0,312,14,14,14.0
230000,590,7,283.0,0,2.0,0,3.0,432.0,4,3.0,8,2,2,520.0,0,1,0,0,0,0,1,0,1,1,0,0,0,13854.965517241379,5484.0,3.0,393,45,30,45.0
328900,1172,9,60.0,1,4.0,2,3.0,1238.0,4,3.0,5,1,3,506.0,0,0,0,0,0,0,0,0,1,1,0,0,0,5169.0,5116.0,3.0,162,23,22,23.0
232698,1714,8,210.0,1,2.0,0,3.0,119.0,4,3.0,7,0,2,554.0,0,0,0,1,0,0,0,0,1,1,0,0,0,9325.0,5163.0,3.0,195,17,17,17.0
221800,829,8,140.0,1,2.0,2,3.0,872.0,4,3.0,5,0,2,810.0,0,0,0,0,0,0,0,0,1,1,0,0,0,10419.0,3762.0,3.0,260,14,14,14.0
152400,1397,5,0.0,0,0.0,0,2.0,336.0,3,3.0,6,0,1,627.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8438.0,3276.0,3.0,0,81,49,49.0
213000,877,7,171.0,1,2.0,0,0.0,0.0,4,3.0,6,1,1,451.0,0,0,0,0,0,0,0,0,1,1,0,0,0,9825.0,4890.0,2.0,308,22,21,22.0
184900,2477,7,96.0,1,2.0,0,0.0,0.0,4,3.0,7,0,2,449.0,0,1,0,0,0,0,1,0,1,1,0,0,0,7706.0,3954.0,3.0,177,17,17,17.0
157000,2871,5,56.0,0,0.0,1,1.0,841.0,2,2.0,5,2,1,375.0,0,0,0,0,0,0,0,1,0,1,0,0,0,15840.0,3837.0,2.0,0,69,69,69.0
144000,2489,5,0.0,0,0.0,0,1.0,612.0,3,2.0,6,1,1,576.0,0,0,0,0,0,0,0,1,0,0,0,1,0,9312.774647887323,3286.0,1.0,161,60,20,50.0
192350,1655,6,253.0,0,2.0,0,3.0,903.0,4,2.0,5,1,2,478.0,0,0,0,0,0,0,0,1,0,1,0,0,0,10480.0,3965.0,3.0,381,43,23,43.0
163500,1891,7,202.0,0,0.0,0,1.0,654.0,4,2.0,6,1,2,440.0,0,0,0,0,0,0,0,1,0,1,0,0,0,8880.0,3574.0,2.0,0,56,56,56.0
262280,1419,7,99.0,0,2.0,0,3.0,1085.0,4,3.0,10,1,1,514.0,0,1,0,0,0,0,1,0,1,1,0,0,0,11925.0,6133.0,4.0,313,32,32,32.0
214000,1473,7,113.0,1,2.0,2,3.0,810.0,4,3.0,7,0,2,532.0,0,0,0,0,0,0,0,0,1,1,0,0,0,9205.0,4608.0,3.0,266,20,19,20.0
230000,2868,6,0.0,0,0.0,0,2.0,296.0,4,4.5,6,1,3,470.0,0,0,0,0,0,0,0,0,1,1,0,0,0,14205.0,4695.0,1.0,0,66,18,66.0
280000,1695,7,350.0,1,4.0,0,0.0,0.0,4,3.0,9,1,2,947.0,0,1,0,1,0,0,1,0,1,1,0,0,0,14263.0,5407.0,3.0,254,16,16,16.0
140000,2244,4,0.0,0,0.0,0,3.0,967.0,3,2.0,6,0,1,720.0,0,0,0,0,0,0,0,1,0,0,0,1,0,6630.0,3219.0,2.0,444,65,42,37.0
155000,169,6,351.0,0,0.0,0,0.0,0.0,2,2.0,7,1,1,442.0,0,1,0,0,0,0,1,1,0,1,0,0,0,7770.0,4434.0,2.0,124,56,56,56.0
64500,2670,3,0.0,-1,0.0,0,0.0,0.0,1,1.0,5,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,4824.0,3060.0,1.0,0,104,72,0.0
218000,247,6,85.0,1,2.0,0,3.0,860.0,4,3.0,8,1,2,1017.0,0,1,0,0,0,0,1,0,1,0,0,0,0,12448.0,4550.0,3.0,542,29,29,22.0
160000,2137,5,51.0,0,0.0,2,2.0,755.0,2,2.0,6,1,1,576.0,0,0,0,0,0,0,0,1,0,0,0,1,0,9792.0,3013.0,2.0,0,45,45,45.0
208900,1794,8,0.0,1,2.0,0,3.0,24.0,4,3.0,6,0,2,598.0,0,0,0,0,0,0,0,0,1,1,0,0,0,8712.0,4014.0,2.0,141,15,15,15.0
146000,1164,7,0.0,1,2.0,0,0.0,0.0,4,3.0,5,0,1,540.0,0,0,0,0,0,0,1,0,1,0,0,1,0,3210.0,3473.0,2.0,102,15,15,15.0
245500,1179,8,0.0,1,2.0,0,3.0,786.0,4,4.5,4,2,3,500.0,0,0,0,0,0,0,0,0,1,1,0,0,0,15001.0,3836.0,3.0,150,26,26,26.0
113000,1340,6,0.0,0,0.0,0,0.0,0.0,4,2.0,6,0,1,160.0,0,0,0,0,0,0,0,0,0,0,0,1,0,5050.0,3018.0,1.0,0,96,72,96.0
296000,436,8,238.0,1,4.0,3,3.0,1531.0,4,3.0,7,2,3,932.0,0,0,0,1,0,0,0,0,1,1,0,0,0,16999.0,5346.0,3.0,181,18,17,18.0
377426,1636,9,200.0,1,4.0,3,3.0,1249.0,4,3.0,8,1,3,676.0,0,0,0,0,0,1,0,0,1,1,0,0,0,14243.0,5766.0,3.0,229,17,16,17.0
337500,421,10,230.0,2,4.0,3,3.0,1172.0,4,4.5,7,1,3,786.0,0,0,0,1,0,0,0,0,1,1,0,0,0,12552.0,5136.0,3.0,264,16,15,14.0
552000,457,10,730.0,2,4.0,3,3.0,2146.0,4,4.5,8,1,3,949.0,0,0,0,1,0,0,0,0,1,1,0,0,0,14936.0,7476.0,4.0,461,18,17,18.0
97900,2834,4,0.0,0,-0.25,1,0.0,0.0,4,2.0,5,0,1,265.0,0,0,0,0,0,0,0,1,0,1,0,0,0,7012.0,2496.0,1.0,0,74,72,74.0
208300,517,6,0.0,1,2.0,0,3.0,27.0,4,3.0,4,0,3,676.0,0,0,0,0,0,0,0,0,1,1,0,0,0,7937.0,3654.0,2.0,102,13,13,13.0
213000,1566,7,0.0,0,2.0,1,0.0,0.0,4,3.0,8,1,1,816.0,0,1,0,0,0,0,1,0,1,1,0,0,0,11125.476923076923,4550.0,3.0,350,26,25,26.0
188000,1439,7,0.0,0,2.0,2,0.0,0.0,4,3.0,8,0,3,527.0,0,1,0,0,0,0,1,0,1,1,0,0,0,8981.0,4328.0,3.0,275,24,23,24.0
162000,2577,6,632.0,0,0.0,0,1.0,203.0,4,2.0,7,1,2,488.0,0,0,0,0,0,0,0,1,0,1,0,0,0,9685.192452830188,3793.0,2.0,80,64,64,64.0
152000,2241,5,0.0,0,0.0,0,1.0,420.0,2,2.0,6,0,1,282.0,0,0,0,0,0,0,0,1,0,1,0,0,0,13785.0,4026.0,2.0,289,72,72,72.0
254900,71,7,0.0,1,2.0,0,3.0,222.0,4,3.0,8,1,2,678.0,0,1,0,0,0,0,1,0,1,1,0,0,0,12652.0,4885.0,3.0,136,18,17,18.0
189000,1143,7,145.0,1,2.0,2,3.0,537.0,4,3.0,6,0,2,483.0,0,1,0,0,0,0,1,0,1,1,0,0,0,14608.0,4146.0,3.0,218,28,27,28.0
235000,1021,7,383.0,1,2.0,0,3.0,1206.0,2,3.0,7,2,3,550.0,0,0,0,0,0,0,0,1,0,1,0,0,0,18615.0,6176.0,3.0,200,44,44,44.0
125000,1416,5,0.0,0,0.0,0,2.0,1040.0,2,2.0,5,0,1,240.0,0,0,0,0,0,0,0,1,0,0,0,1,0,10948.0,3492.0,2.0,48,72,72,72.0
120000,35,7,0.0,0,2.0,0,0.0,0.0,4,2.0,4,0,1,308.0,0,0,0,0,0,0,0,1,0,1,0,0,0,2304.0,2508.0,1.0,30,47,47,47.0
81500,2904,1,0.0,0,-0.5,0,-0.5,0.0,2,2.0,6,0,1,270.0,0,0,0,0,0,0,0,1,0,1,0,0,0,31375.0,3200.0,2.0,0,71,71,71.0
118500,2174,6,104.0,0,2.0,2,3.0,816.0,2,2.0,5,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,11922.0,2448.0,2.0,32,32,32,0.0
370878,522,9,162.0,2,4.0,1,3.0,1121.0,4,4.5,7,1,3,478.0,0,0,0,0,0,0,0,0,1,1,0,0,0,9272.0,5298.0,4.0,325,13,13,13.0
145000,2211,5,0.0,0,0.0,0,1.0,284.0,2,2.0,8,0,1,871.0,0,0,0,0,0,0,1,1,0,0,0,0,0,6352.0,5005.0,2.0,0,73,72,73.0
311500,1539,7,312.0,1,0.0,0,1.0,341.0,4,3.0,8,2,1,431.0,0,0,0,0,0,0,0,1,0,1,0,0,0,15729.272727272728,4706.0,2.0,119,83,16,83.0
210250,2420,7,14.0,1,2.0,2,3.0,453.0,4,3.0,6,1,3,437.0,0,0,0,0,0,0,0,0,1,1,0,0,0,3130.0,3948.0,3.0,116,16,16,16.0
200000,2779,7,0.0,1,2.0,0,3.0,700.0,4,3.0,8,0,2,492.0,0,1,0,0,0,0,1,0,1,0,1,0,0,13545.0,4638.0,4.0,237,20,20,20.0
126000,953,5,0.0,0,-0.5,0,-0.5,0.0,2,3.0,8,0,1,539.0,0,0,0,0,0,0,0,1,0,1,0,0,0,10200.0,3468.0,2.0,0,45,45,45.0
114000,658,4,0.0,1,-0.25,0,0.0,0.0,3,2.0,6,0,1,281.0,0,0,0,0,1,0,1,0,0,0,0,1,0,8226.0,2483.0,1.0,0,122,19,82.0
87500,714,4,0.0,1,-0.25,0,0.0,0.0,2,3.0,7,0,1,720.0,0,0,0,0,1,0,1,0,0,0,0,1,0,9660.0,3697.0,2.0,0,112,72,48.0
349265,1637,8,146.0,1,4.0,1,3.0,986.0,4,4.5,10,1,3,729.0,0,1,0,0,0,1,1,0,1,0,1,0,0,12426.0,6231.0,5.0,152,17,17,17.0
203000,538,8,264.0,1,2.0,3,1.0,516.0,4,3.0,6,0,2,845.0,0,0,0,0,0,0,0,0,1,1,0,0,0,10217.0,4536.0,2.0,246,18,18,18.0
189000,546,7,0.0,1,2.0,0,3.0,20.0,4,3.0,6,1,2,527.0,0,0,0,0,0,0,0,0,1,1,0,0,0,8594.0,4322.0,2.0,329,21,21,21.0
209000,533,7,0.0,1,2.0,0,3.0,410.0,4,3.0,6,0,2,628.0,0,1,0,0,0,0,1,0,1,1,0,0,0,8192.0,4118.0,4.0,45,19,19,19.0
160000,718,6,0.0,0,-0.25,1,0.0,0.0,3,4.5,8,0,1,357.0,0,0,0,0,1,0,1,0,0,0,0,1,0,8470.0,4931.0,2.0,235,122,72,92.0
129000,1830,5,44.0,0,-0.25,3,2.0,787.0,2,2.0,5,0,2,431.0,0,0,0,0,0,0,0,1,0,1,0,0,0,10795.0,3111.0,2.0,183,48,48,48.0
170000,2929,5,0.0,0,2.0,2,2.0,1071.0,3,2.0,6,1,2,418.0,0,0,0,0,0,0,0,1,0,1,0,0,0,10087.0,4167.0,2.0,278,48,47,47.0
90350,2207,5,0.0,0,0.0,0,0.5,365.0,2,3.0,4,1,1,352.0,1,0,0,0,0,0,0,0,1,0,0,1,0,4320.0,1828.0,1.0,0,109,20,32.0
79000,1417,6,0.0,0,0.0,0,0.0,0.0,1,2.0,5,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,9660.0,2764.0,1.0,8,98,72,0.0
149900,2787,5,0.0,0,0.0,0,2.0,894.0,2,2.0,5,0,1,552.0,0,0,0,0,0,0,0,0,1,1,0,0,0,9870.0,2682.0,2.0,256,50,50,47.0
123000,1037,5,0.0,0,2.0,0,1.0,119.0,2,2.0,5,0,1,576.0,0,0,0,0,0,0,0,1,0,0,0,1,0,7623.0,2592.0,2.0,0,51,51,45.0
87000,2659,4,0.0,0,0.0,0,0.0,0.0,1,2.0,8,0,1,779.0,0,0,0,0,1,0,1,0,0,0,0,0,0,9660.0,4643.0,3.0,0,122,72,102.0
171000,1567,6,0.0,0,0.0,2,2.0,522.0,2,2.0,6,1,3,358.0,0,0,0,0,0,0,0,1,0,1,0,0,0,9956.0,3332.0,2.0,203,45,45,45.0
119000,1225,6,0.0,0,0.0,0,1.0,280.0,2,2.0,6,0,1,288.0,0,0,0,0,0,0,0,1,0,1,0,0,0,9680.0,3536.0,1.0,0,72,72,72.0
132500,685,5,0.0,0,0.0,0,1.0,1148.0,2,2.0,6,0,1,672.0,0,0,0,0,0,0,0,1,0,1,0,0,0,8001.0,3444.0,2.0,0,63,63,63.0
161000,1358,8,0.0,0,0.0,0,0.0,0.0,1,3.0,7,1,1,228.0,0,0,0,0,1,0,1,0,1,0,0,1,0,5162.802547770701,3920.0,1.0,255,97,26,97.0
274000,1461,9,134.0,1,2.0,1,3.0,1194.0,4,3.0,7,1,3,725.0,0,1,0,0,0,0,1,0,1,0,1,0,0,9790.753246753247,5251.0,4.0,284,21,20,21.0
125000,221,5,0.0,0,0.0,0,2.0,842.0,2,2.0,5,1,1,336.0,0,0,0,0,0,0,0,1,0,0,0,1,0,8591.0,2736.0,1.0,0,55,55,48.0
98500,2187,5,0.0,0,0.0,0,0.0,0.0,2,2.0,8,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,8793.0,3585.0,2.0,118,76,72,0.0
262000,2504,8,0.0,1,2.0,0,3.0,1456.0,4,3.0,5,1,2,757.0,0,0,1,0,0,0,0,0,1,1,0,0,0,12550.0,4872.0,3.0,114,28,27,28.0
134900,855,5,40.0,0,0.0,0,2.0,710.0,2,2.0,5,0,1,444.0,0,0,0,0,0,0,0,1,0,1,0,0,0,7026.0,2742.0,2.0,0,43,43,43.0
170000,2258,5,0.0,0,0.0,3,1.0,967.0,3,2.0,5,2,2,308.0,0,0,0,0,0,0,0,1,0,1,0,0,0,17020.0,4006.0,2.0,104,63,63,63.0
