SalePrice,Id,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Bsmt Qual,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,MS SubClass_150,MS SubClass_160,MS SubClass_180,MS SubClass_190,MS SubClass_20,MS SubClass_30,MS SubClass_40,MS SubClass_45,MS SubClass_50,MS SubClass_60,MS SubClass_70,MS SubClass_75,MS SubClass_80,MS SubClass_85,MS SubClass_90,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_None
196000,988,75.47692307692307,9819,6,5,1977,1977,0.0,0,0.0,3,2.0,1567.0,0.0,0.0,1567.0,2,1567,0,0,1567,1.0,0.0,2,0,2,1,3.0,5,2,1977.0,2,2.0,714.0,264,32,0,0,0,0,0,5,2009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
152000,382,80.0,10400,7,5,1976,1976,189.0,0,2.0,0,0.0,0.0,0.0,1090.0,1090.0,2,1370,0,0,1370,0.0,0.0,2,0,3,1,2.0,6,1,1976.0,2,2.0,479.0,0,0,0,0,0,0,0,6,2009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
200000,670,91.0,11643,5,5,1969,1969,368.0,0,0.0,0,0.5,500.0,0.0,748.0,1248.0,2,1338,1296,0,2634,1.0,1.0,2,2,6,2,2.0,12,0,1969.0,1,4.0,968.0,0,0,0,0,0,0,0,8,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
294900,2760,78.0,11645,8,5,2005,2006,198.0,1,4.0,3,3.0,1122.0,0.0,448.0,1570.0,4,1590,0,0,1590,1.0,0.0,2,1,2,1,4.5,6,0,2005.0,3,3.0,754.0,176,80,0,0,0,0,0,8,2006,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
224243,543,61.0,7328,7,5,2008,2009,140.0,1,2.0,0,0.0,0.0,0.0,1450.0,1450.0,4,1450,0,0,1450,0.0,0.0,2,0,2,1,3.0,6,0,2008.0,2,3.0,788.0,0,93,0,0,0,0,0,2,2009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
92000,2835,72.0,7822,6,3,1915,1950,0.0,0,-0.25,0,0.0,0.0,0.0,832.0,832.0,2,846,492,0,1338,0.0,0.0,2,0,3,1,2.0,7,0,1974.0,1,2.0,528.0,0,0,208,0,0,0,0,5,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
179540,1735,65.0,9018,7,5,2007,2007,0.0,1,2.0,2,0.0,0.0,0.0,728.0,728.0,4,728,728,0,1456,0.0,0.0,2,1,3,1,3.0,8,1,2007.0,3,2.0,400.0,100,24,0,0,0,0,0,7,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
386250,448,103.0,13472,10,5,2003,2003,922.0,2,4.0,3,3.0,56.0,0.0,2336.0,2392.0,4,2392,0,0,2392,0.0,0.0,2,0,3,1,4.5,8,1,2003.0,3,3.0,968.0,248,105,0,0,0,0,0,6,2009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
106500,2287,26.80952380952381,1533,4,5,1970,1970,0.0,0,2.0,2,3.0,503.0,0.0,27.0,530.0,2,530,462,0,992,1.0,0.0,1,0,2,1,2.0,4,0,1970.0,3,1.0,297.0,112,97,0,0,0,0,0,7,2007,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
310000,524,85.0,11003,10,5,2008,2008,160.0,2,4.0,2,3.0,765.0,0.0,252.0,1017.0,4,1026,981,0,2007,1.0,0.0,2,1,3,1,4.5,10,1,2008.0,3,3.0,812.0,168,52,0,0,0,0,0,4,2009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
252000,1767,83.0,10790,7,5,1998,1998,275.0,1,2.0,0,0.0,0.0,0.0,1066.0,1066.0,4,1108,1277,0,2385,0.0,0.0,2,1,4,1,3.0,8,1,1998.0,3,3.0,600.0,120,38,0,0,0,0,0,5,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
164000,2206,53.0,7128,7,5,1941,1950,0.0,0,0.0,0,1.0,364.0,0.0,554.0,918.0,3,918,728,0,1646,0.0,0.0,2,0,4,1,2.0,7,2,1941.0,1,1.0,240.0,0,0,0,0,126,0,0,8,2007,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
177594,1740,64.0,7713,7,5,2007,2007,16.0,1,2.0,0,0.0,0.0,0.0,728.0,728.0,4,728,728,0,1456,0.0,0.0,2,1,3,1,3.0,7,0,2007.0,3,2.0,400.0,100,24,0,0,0,0,0,7,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
123900,199,52.0,6240,5,7,1936,1980,0.0,0,0.0,0,1.0,276.0,0.0,252.0,528.0,3,548,492,0,1040,0.0,0.0,1,0,2,1,2.0,5,0,1979.0,3,2.0,624.0,306,0,32,0,0,0,0,5,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
239000,2214,86.0,22420,6,6,1918,1950,0.0,0,2.0,0,1.0,1128.0,0.0,242.0,1370.0,2,1370,1254,0,2624,1.0,0.0,2,1,4,1,2.0,10,1,1918.0,1,3.0,864.0,0,0,0,0,0,0,0,11,2007,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
169000,323,85.0,15300,5,5,1965,1977,0.0,0,0.0,0,1.0,42.0,0.0,1026.0,1068.0,2,1264,0,0,1264,1.0,0.0,1,0,2,1,2.0,7,1,1965.0,1,2.0,528.0,0,0,0,0,0,0,0,6,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
234000,2421,47.25,3196,7,5,2003,2004,18.0,1,2.0,3,0.0,0.0,0.0,1374.0,1374.0,4,1557,0,0,1557,0.0,0.0,2,0,2,1,3.0,7,1,2003.0,3,2.0,420.0,143,20,0,0,0,0,0,10,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
173000,952,72.0,9360,6,7,1977,1977,0.0,0,2.0,2,3.0,841.0,116.0,0.0,957.0,2,1287,0,0,1287,1.0,0.0,1,1,2,1,2.0,5,2,1977.0,2,2.0,541.0,302,39,0,0,120,0,0,11,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
149000,24,75.19245283018869,11241,6,7,1970,1970,180.0,0,0.0,0,2.0,578.0,0.0,426.0,1004.0,4,1004,0,0,1004,1.0,0.0,1,0,2,1,2.0,5,1,1970.0,3,2.0,480.0,0,0,0,0,0,0,700,3,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
170000,1139,81.0,9260,7,5,2007,2007,0.0,1,2.0,1,0.0,0.0,0.0,1162.0,1162.0,4,1162,0,0,1162,0.0,0.0,2,0,3,1,3.0,6,0,2007.0,3,2.0,483.0,0,32,0,0,0,0,0,3,2008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
225000,518,90.0,7993,7,5,2008,2009,0.0,1,4.0,0,0.0,0.0,0.0,1436.0,1436.0,4,1436,0,0,1436,0.0,0.0,2,0,3,1,3.0,6,0,2008.0,3,2.0,529.0,0,121,0,0,0,0,0,10,2009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
144900,1390,94.0,9239,5,8,1963,2003,0.0,0,0.0,0,3.0,634.0,0.0,326.0,960.0,4,960,0,0,960,1.0,0.0,1,0,3,1,3.0,6,0,1963.0,3,1.0,300.0,168,0,0,0,0,0,0,5,2008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
144000,277,60.0,10044,5,6,1968,1968,0.0,0,2.0,3,2.0,1070.0,0.0,126.0,1196.0,2,1196,0,0,1196,1.0,0.0,1,0,3,1,2.0,6,0,1968.0,2,1.0,336.0,257,0,168,0,0,0,0,6,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
192000,54,43.0,3182,8,5,2004,2005,16.0,1,2.0,0,3.0,24.0,0.0,1232.0,1256.0,4,1269,0,0,1269,0.0,0.0,2,0,2,1,3.0,6,1,2004.0,3,2.0,430.0,146,20,0,0,144,0,0,4,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
145500,649,60.0,7626,5,8,1952,2005,0.0,1,0.0,0,3.0,931.0,0.0,100.0,1031.0,3,1031,0,0,1031,1.0,0.0,1,0,2,1,3.0,5,0,1952.0,1,1.0,230.0,0,0,0,0,0,0,0,3,2009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
86900,2600,60.0,7008,4,8,1900,1998,0.0,0,-0.25,0,0.0,0.0,0.0,448.0,448.0,4,448,272,0,720,0.0,0.0,1,0,1,1,1.0,5,0,1900.0,1,1.0,280.0,0,0,70,0,0,0,0,3,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
149500,617,128.0,12160,6,4,1953,1953,90.0,0,0.0,0,1.0,1024.0,0.0,481.0,1505.0,4,1505,0,0,1505,1.0,0.0,1,0,2,1,2.0,6,1,1953.0,2,2.0,505.0,0,0,0,162,0,0,0,2,2009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
119750,2209,50.0,6305,5,7,1938,1950,0.0,0,-0.25,0,0.0,0.0,0.0,920.0,920.0,4,954,0,0,954,0.0,0.0,1,0,2,1,1.0,5,1,1938.0,1,1.0,240.0,0,0,0,0,0,0,0,6,2007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
173900,2814,68.0,8846,6,5,2005,2006,0.0,0,2.0,0,0.0,0.0,0.0,750.0,750.0,4,750,750,0,1500,0.0,0.0,2,1,3,1,3.0,6,0,2005.0,2,2.0,564.0,0,35,0,0,0,0,0,8,2006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
136500,2542,75.19245283018869,10659,5,6,1961,1961,0.0,0,0.0,0,1.0,915.0,0.0,135.0,1050.0,2,1050,0,0,1050,1.0,0.0,1,0,3,1,2.0,6,0,1961.0,1,1.0,368.0,0,319,0,0,0,0,0,1,2006,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
270000,2323,68.0,13108,8,5,1994,1994,0.0,1,2.0,0,0.0,0.0,0.0,2062.0,2062.0,4,2079,608,0,2687,0.0,0.0,2,1,4,1,3.0,9,0,1994.0,3,2.0,618.0,168,12,0,0,0,0,0,12,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
235000,1393,92.5,13500,6,7,1960,1975,0.0,0,2.0,3,1.0,429.0,1080.0,93.0,1602.0,3,1252,0,0,1252,1.0,0.0,1,0,1,1,2.0,4,1,1960.0,2,2.0,564.0,409,0,0,0,0,0,0,3,2008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
156000,490,62.0,7750,7,5,1999,2000,0.0,0,2.0,0,0.0,0.0,0.0,384.0,384.0,4,774,656,0,1430,0.0,0.0,2,1,3,1,2.0,7,1,1999.0,2,2.0,400.0,0,0,0,0,0,0,0,3,2009,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
153000,542,60.0,12450,5,5,2003,2004,0.0,0,2.0,0,3.0,836.0,0.0,278.0,1114.0,4,1114,0,0,1114,1.0,0.0,2,0,3,1,3.0,6,0,2004.0,1,2.0,576.0,0,42,0,0,0,0,0,6,2009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
165000,973,75.47692307692307,4500,6,5,1999,1999,425.0,0,4.0,0,3.0,883.0,0.0,341.0,1224.0,4,1224,0,0,1224,1.0,0.0,2,0,2,1,2.0,5,0,1999.0,3,2.0,402.0,0,304,0,0,0,0,0,6,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
325000,1012,77.0,11198,9,5,2005,2007,245.0,1,2.0,0,0.0,0.0,0.0,1122.0,1122.0,4,1134,1370,0,2504,0.0,0.0,2,1,4,1,4.5,11,1,2005.0,3,3.0,656.0,144,39,0,0,0,0,0,6,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
140000,2218,79.0,6221,5,5,1941,1950,0.0,0,0.0,0,0.5,533.0,0.0,195.0,728.0,4,760,595,0,1355,0.0,0.0,2,0,3,1,2.0,5,0,1966.0,1,2.0,528.0,0,0,0,0,144,0,0,10,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
202500,2033,120.0,13200,6,6,1963,1963,234.0,0,0.0,0,1.0,375.0,0.0,366.0,741.0,1,1497,797,0,2294,0.0,0.0,3,0,5,1,2.0,9,1,1963.0,1,2.0,658.0,0,110,0,0,0,0,0,4,2007,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
367294,1071,65.0,8769,9,5,2008,2008,766.0,2,4.0,0,3.0,1540.0,0.0,162.0,1702.0,4,1702,0,0,1702,1.0,0.0,1,1,1,1,4.5,7,1,2008.0,3,3.0,1052.0,0,72,0,0,224,0,0,10,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
175000,1583,85.0,10200,6,5,1988,1989,219.0,1,2.0,2,3.0,783.0,0.0,678.0,1461.0,4,1509,0,0,1509,1.0,0.0,2,0,3,1,3.0,5,1,1988.0,2,2.0,600.0,224,0,0,0,0,0,0,8,2008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
140000,2858,60.0,9550,7,5,1915,1970,0.0,0,0.0,0,2.0,216.0,0.0,540.0,756.0,3,961,756,0,1717,1.0,0.0,1,0,3,1,3.0,7,1,1998.0,1,3.0,642.0,0,35,272,0,0,0,0,2,2006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
174000,2265,42.0,10331,7,7,1985,1985,0.0,0,2.0,0,2.0,215.0,80.0,970.0,1265.0,3,1240,0,0,1240,0.0,1.0,2,0,3,1,3.0,6,0,1985.0,1,2.0,528.0,232,0,0,0,0,0,0,7,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
190000,1088,59.0,9587,7,5,2005,2005,182.0,1,2.0,3,3.0,655.0,0.0,201.0,856.0,4,1166,0,0,1166,1.0,0.0,2,0,2,1,3.0,5,0,2005.0,3,2.0,400.0,212,0,0,0,0,0,0,7,2008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
129000,698,90.0,9900,5,8,1910,2002,0.0,1,0.0,0,0.0,0.0,0.0,504.0,504.0,4,764,700,0,1464,0.0,0.0,2,0,3,1,2.0,7,0,0.0,0,0.0,0.0,0,0,176,0,0,0,0,3,2009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
200000,1896,75.19245283018869,22002,6,7,1959,1991,136.0,0,0.0,1,2.0,1386.0,0.0,206.0,1592.0,3,1652,0,0,1652,1.0,0.0,1,1,3,1,3.0,6,1,1959.0,2,2.0,510.0,0,0,0,0,201,0,0,7,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
193500,628,100.0,13000,6,6,1968,1968,576.0,0,2.0,0,1.0,448.0,0.0,448.0,896.0,2,1182,960,0,2142,0.0,0.0,2,1,4,1,3.0,8,1,1968.0,3,1.0,509.0,0,72,0,0,252,0,0,6,2009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
145000,1212,75.0,8250,6,7,1964,1964,260.0,0,2.0,0,1.0,787.0,0.0,305.0,1092.0,4,1092,0,0,1092,1.0,0.0,1,0,3,1,2.0,6,0,1964.0,2,2.0,504.0,0,0,0,0,0,0,0,7,2008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
218000,2864,81.0,8170,7,7,1929,1950,270.0,1,0.0,0,2.0,526.0,0.0,496.0,1022.0,4,1122,549,0,1671,0.0,0.0,2,0,4,1,2.0,7,1,1963.0,1,2.0,451.0,0,0,0,0,0,0,0,2,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
135000,2740,80.0,12048,5,6,1952,2002,232.0,0,-0.5,0,-0.5,0.0,0.0,0.0,0.0,3,1488,0,0,1488,0.0,0.0,1,0,3,1,2.0,7,1,2002.0,2,2.0,569.0,0,189,36,0,348,0,0,4,2006,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
146500,2560,89.0,10858,5,6,1952,1952,150.0,0,0.0,1,0.5,40.0,0.0,1404.0,1444.0,4,1624,0,0,1624,1.0,0.0,1,0,2,1,2.0,6,1,1952.0,2,1.0,240.0,0,40,324,0,0,0,0,7,2006,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
194700,1716,61.0,7577,6,5,2005,2006,256.0,1,2.0,2,2.0,20.0,0.0,1342.0,1362.0,4,1362,0,0,1362,0.0,0.0,2,0,2,1,3.0,6,1,2005.0,2,2.0,460.0,192,28,0,0,0,0,0,6,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
230348,1130,62.0,7500,7,5,2007,2008,210.0,1,2.0,0,3.0,902.0,0.0,316.0,1218.0,4,1218,0,0,1218,1.0,0.0,2,0,2,1,3.0,6,0,2008.0,3,2.0,462.0,168,168,0,0,0,0,0,4,2008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
